"word","freq"
"follow me please",53
"have to work",53
"he would be",53
"hope you had",53
"i didn't have",53
"i just wanted",53
"if i were",53
"if you don’t",53
"in and out",53
"in my mind",53
"is important to",53
"is more than",53
"is the one",53
"is the same",53
"it is important",53
"may be a",53
"not sure how",53
"of the few",53
"of the three",53
"once in a",53
"out of your",53
"part of it",53
"said he had",53
"seems to have",53
"that have been",53
"the best part",53
"the lives of",53
"the loss of",53
"the problem is",53
"this has been",53
"thought i would",53
"to give you",53
"to join the",53
"to the hospital",53
"to the same",53
"to work in",53
"trying to find",53
"were in the",53
"will be available",53
"work on the",53
"a beautiful day",52
"across the street",52
"all of your",52
"and has been",52
"and he is",52
"and some of",52
"and with the",52
"appear to be",52
"because i was",52
